Date,Open,High,Low,Close,Adj Close,Volume
2023-05-01,0.07976000010967255,0.07999599725008011,0.0776280015707016,0.07881999760866165,0.07881999760866165,325694977
2023-05-02,0.07882200181484222,0.07904499769210815,0.07783199846744537,0.07880599796772003,0.07880599796772003,234651604
2023-05-03,0.07880599796772003,0.08052700012922287,0.07732799649238586,0.07971300184726715,0.07971300184726715,306950726
2023-05-04,0.07970300316810608,0.07973600178956985,0.0781560018658638,0.07844900339841843,0.07844900339841843,255462655
2023-05-05,0.07845199853181839,0.08129200339317322,0.07790999859571457,0.08038999885320663,0.08038999885320663,335482524
2023-05-06,0.0803849995136261,0.0803849995136261,0.07643900066614151,0.07699800282716751,0.07699800282716751,341154511
2023-05-07,0.07698699831962585,0.0774959996342659,0.07669299840927124,0.07671000063419342,0.07671000063419342,205466114
2023-05-08,0.07669699937105179,0.07710699737071991,0.07094600051641464,0.07247299700975418,0.07247299700975418,459549555
2023-05-09,0.07247299700975418,0.07330399751663208,0.07228799909353256,0.0731389969587326,0.0731389969587326,249148363
2023-05-10,0.07314299792051315,0.07460799813270569,0.07131999731063843,0.07322599738836288,0.07322599738836288,344464160
2023-05-11,0.07323300093412399,0.07323300093412399,0.0695670023560524,0.07208500057458878,0.07208500057458878,325440313
2023-05-12,0.07207600027322769,0.07256700098514557,0.06972400099039078,0.07245899736881256,0.07245899736881256,365130285
2023-05-13,0.07246100157499313,0.07246100157499313,0.07147300243377686,0.07177700102329254,0.07177700102329254,150685494
2023-05-14,0.07177799940109253,0.07258199900388718,0.07142200320959091,0.07198599725961685,0.07198599725961685,136339325
2023-05-15,0.07198099792003632,0.07344099879264832,0.0711980015039444,0.07204599678516388,0.07204599678516388,225262487
2023-05-16,0.07204899936914444,0.07313799858093262,0.0711819976568222,0.07272899895906448,0.07272899895906448,191614182
2023-05-17,0.07272999733686447,0.07530800253152847,0.07246600091457367,0.07491099834442139,0.07491099834442139,327166551
2023-05-18,0.0749019980430603,0.0749019980430603,0.07190900295972824,0.07354599982500076,0.07354599982500076,308943184
2023-05-19,0.0735350027680397,0.07395599782466888,0.07316199690103531,0.07352700084447861,0.07352700084447861,168839396
2023-05-20,0.07354000210762024,0.07384400069713593,0.0732249990105629,0.07366999983787537,0.07366999983787537,115557983
2023-05-21,0.07366599887609482,0.07397899776697159,0.07208199799060822,0.07214199751615524,0.07214199751615524,142232849
2023-05-22,0.07214400172233582,0.07386799901723862,0.07113300263881683,0.07299800217151642,0.07299800217151642,210015266
2023-05-23,0.0729999989271164,0.07388199865818024,0.0725720003247261,0.07286400347948074,0.07286400347948074,160114643
2023-05-24,0.0728669986128807,0.07287599891424179,0.07006199657917023,0.07073500007390976,0.07073500007390976,240278483
2023-05-25,0.07073400169610977,0.0709649994969368,0.06922399997711182,0.07087499648332596,0.07087499648332596,195452304
2023-05-26,0.07087700068950653,0.07135000079870224,0.07044299691915512,0.07098399847745895,0.07098399847745895,162190615
2023-05-27,0.07098200172185898,0.0732870027422905,0.07091499865055084,0.07268299907445908,0.07268299907445908,152865632
2023-05-28,0.0726810023188591,0.07391700148582458,0.07219900190830231,0.0736130028963089,0.0736130028963089,190660985
2023-05-29,0.07361599802970886,0.07391899824142456,0.07283099740743637,0.07318499684333801,0.07318499684333801,157791026
2023-05-30,0.07318300008773804,0.07338300347328186,0.07227499783039093,0.07236099988222122,0.07236099988222122,248138018
